question,algorithm,feature_set,train_set_size,test_set_size,test_set_ratio,perf_measure,performance,other_info,seed
2,DT,combined,204800,161250,1:128,real-life,0.8112,0.070575,1338
2,DT,combined,204800,161250,1:128,real-life,0.8128,0.0687375,1339
2,RF,parsed,204800,161250,1:128,real-life,0.6256,0.0106125,1337
2,RF,parsed,204800,161250,1:128,real-life,0.6144,0.010475,1338
2,RF,parsed,204800,161250,1:128,real-life,0.56,0.01011875,1339
2,RF,format_agnostic,204800,161250,1:128,real-life,0.5664,0.01046875,1337
2,RF,format_agnostic,204800,161250,1:128,real-life,0.5928,0.010825,1338
2,RF,format_agnostic,204800,161250,1:128,real-life,0.592,0.01001875,1339
2,RF,combined,204800,161250,1:128,real-life,0.7248,0.01026875,1337
2,RF,combined,204800,161250,1:128,real-life,0.744,0.010625,1338
2,RF,combined,204800,161250,1:128,real-life,0.728,0.01026875,1339
2,LGBM,parsed,204800,161250,1:128,real-life,0.572,0.01,1337
2,LGBM,parsed,204800,161250,1:128,real-life,0.5736,0.01,1338
2,LGBM,parsed,204800,161250,1:128,real-life,0.5512,0.01,1339
2,LGBM,format_agnostic,204800,161250,1:128,real-life,0.4792,0.01,1337
2,LGBM,format_agnostic,204800,161250,1:128,real-life,0.5056,0.01,1338
2,LGBM,format_agnostic,204800,161250,1:128,real-life,0.4696,0.01,1339
2,LGBM,combined,204800,161250,1:128,real-life,0.6968,0.01,1337
2,LGBM,combined,204800,161250,1:128,real-life,0.7336,0.01,1338
2,LGBM,combined,204800,161250,1:128,real-life,0.7104,0.01,1339
2,SVM,parsed,204800,161250,1:128,real-life,0.6512,0.11968372093023256,1337
2,SVM,parsed,204800,161250,1:128,real-life,0.7232,0.12488682170542635,1338
2,SVM,parsed,204800,161250,1:128,real-life,0.6864,0.13051782945736434,1339
2,SVM,format_agnostic,204800,161250,1:128,real-life,0.6208,0.17698604651162791,1337
2,SVM,format_agnostic,204800,161250,1:128,real-life,0.6312,0.17726511627906977,1338
2,SVM,format_agnostic,204800,161250,1:128,real-life,0.5912,0.17444341085271317,1339
2,SVM,combined,204800,161250,1:128,real-life,0.6592,0.12833488372093024,1337
2,SVM,combined,204800,161250,1:128,real-life,0.7144,0.12022325581395349,1338
2,SVM,combined,204800,161250,1:128,real-life,0.684,0.09998139534883721,1339
3,DT,parsed,204800,2500,1:1,real-life,0.7584,0.0552,1337
3,DT,parsed,204800,2500,1:1,real-life,0.7688,0.0672,1338
3,DT,parsed,204800,2500,1:1,real-life,0.7928,0.0608,1339
3,DT,format_agnostic,204800,2500,1:1,real-life,0.688,0.1152,1337
3,DT,format_agnostic,204800,2500,1:1,real-life,0.7648,0.1088,1338
3,DT,format_agnostic,204800,2500,1:1,real-life,0.7368,0.0968,1339
3,DT,combined,204800,2500,1:1,real-life,0.8,0.0616,1337
3,DT,combined,204800,2500,1:1,real-life,0.8112,0.0768,1338
3,DT,combined,204800,2500,1:1,real-life,0.8128,0.068,1339
3,RF,parsed,204800,2500,1:1,real-life,0.6496,0.0104,1337
3,RF,parsed,204800,2500,1:1,real-life,0.6384,0.012,1338
3,RF,parsed,204800,2500,1:1,real-life,0.5656,0.0104,1339
3,RF,format_agnostic,204800,2500,1:1,real-life,0.6696,0.0144,1337
3,RF,format_agnostic,204800,2500,1:1,real-life,0.62,0.0104,1338
3,RF,format_agnostic,204800,2500,1:1,real-life,0.6392,0.0104,1339
3,RF,combined,204800,2500,1:1,real-life,0.7592,0.0104,1337
3,RF,combined,204800,2500,1:1,real-life,0.7664,0.0112,1338
3,RF,combined,204800,2500,1:1,real-life,0.6992,0.0104,1339
3,LGBM,parsed,204800,2500,1:1,real-life,0.5496,0.0104,1337
3,LGBM,parsed,204800,2500,1:1,real-life,0.604,0.0104,1338
3,LGBM,parsed,204800,2500,1:1,real-life,0.5936,0.0112,1339
3,LGBM,format_agnostic,204800,2500,1:1,real-life,0.4832,0.0104,1337
3,LGBM,format_agnostic,204800,2500,1:1,real-life,0.4576,0.0104,1338
3,LGBM,format_agnostic,204800,2500,1:1,real-life,0.476,0.0104,1339
3,LGBM,combined,204800,2500,1:1,real-life,0.688,0.0104,1337
3,LGBM,combined,204800,2500,1:1,real-life,0.7568,0.0104,1338
3,LGBM,combined,204800,2500,1:1,real-life,0.8376,0.0104,1339
3,SVM,parsed,204800,2500,1:1,real-life,0.6512,0.0576,1337
3,SVM,parsed,204800,2500,1:1,real-life,0.7232,0.06,1338
3,SVM,parsed,204800,2500,1:1,real-life,0.6864,0.0572,1339
3,SVM,format_agnostic,204800,2500,1:1,real-life,0.6208,0.0856,1337
3,SVM,format_agnostic,204800,2500,1:1,real-life,0.6312,0.0976,1338
3,SVM,format_agnostic,204800,2500,1:1,real-life,0.5912,0.084,1339
3,SVM,combined,204800,2500,1:1,real-life,0.6592,0.064,1337
3,SVM,combined,204800,2500,1:1,real-life,0.7144,0.058,1338
3,SVM,combined,204800,2500,1:1,real-life,0.684,0.0492,1339
3,DT,parsed,204800,3750,1:2,real-life,0.7584,0.06,1337
3,DT,parsed,204800,3750,1:2,real-life,0.7688,0.0704,1338
3,DT,parsed,204800,3750,1:2,real-life,0.7928,0.062,1339
3,DT,format_agnostic,204800,3750,1:2,real-life,0.688,0.1116,1337
3,DT,format_agnostic,204800,3750,1:2,real-life,0.7648,0.098,1338
3,DT,format_agnostic,204800,3750,1:2,real-life,0.7368,0.0976,1339
3,DT,combined,204800,3750,1:2,real-life,0.8,0.0596,1337
3,DT,combined,204800,3750,1:2,real-life,0.8112,0.0732,1338
3,DT,combined,204800,3750,1:2,real-life,0.8128,0.0636,1339
3,RF,parsed,204800,3750,1:2,real-life,0.6496,0.0104,1337
3,RF,parsed,204800,3750,1:2,real-life,0.6384,0.0108,1338
3,RF,parsed,204800,3750,1:2,real-life,0.5544,0.0108,1339
3,RF,format_agnostic,204800,3750,1:2,real-life,0.628,0.01,1337
3,RF,format_agnostic,204800,3750,1:2,real-life,0.62,0.01,1338
3,RF,format_agnostic,204800,3750,1:2,real-life,0.592,0.0108,1339
3,RF,combined,204800,3750,1:2,real-life,0.7592,0.012,1337
3,RF,combined,204800,3750,1:2,real-life,0.7664,0.0108,1338
3,RF,combined,204800,3750,1:2,real-life,0.6992,0.0108,1339
3,LGBM,parsed,204800,3750,1:2,real-life,0.552,0.01,1337
3,LGBM,parsed,204800,3750,1:2,real-life,0.5656,0.01,1338
3,LGBM,parsed,204800,3750,1:2,real-life,0.5496,0.01,1339
3,LGBM,format_agnostic,204800,3750,1:2,real-life,0.4824,0.01,1337
3,LGBM,format_agnostic,204800,3750,1:2,real-life,0.4952,0.01,1338
3,LGBM,format_agnostic,204800,3750,1:2,real-life,0.4712,0.01,1339
3,LGBM,combined,204800,3750,1:2,real-life,0.7168,0.01,1337
3,LGBM,combined,204800,3750,1:2,real-life,0.7592,0.01,1338
3,LGBM,combined,204800,3750,1:2,real-life,0.7336,0.01,1339
3,SVM,parsed,204800,3750,1:2,real-life,0.6512,0.07733333333333334,1337
3,SVM,parsed,204800,3750,1:2,real-life,0.7232,0.07893333333333333,1338
3,SVM,parsed,204800,3750,1:2,real-life,0.6864,0.08026666666666667,1339
3,SVM,format_agnostic,204800,3750,1:2,real-life,0.6208,0.11866666666666667,1337
3,SVM,format_agnostic,204800,3750,1:2,real-life,0.6312,0.1232,1338
3,SVM,format_agnostic,204800,3750,1:2,real-life,0.5912,0.11493333333333333,1339
3,SVM,combined,204800,3750,1:2,real-life,0.6592,0.08346666666666666,1337
3,SVM,combined,204800,3750,1:2,real-life,0.7144,0.07626666666666666,1338
3,SVM,combined,204800,3750,1:2,real-life,0.684,0.06453333333333333,1339
3,DT,parsed,204800,6250,1:4,real-life,0.7584,0.0584,1337
3,DT,parsed,204800,6250,1:4,real-life,0.7688,0.0718,1338
3,DT,parsed,204800,6250,1:4,real-life,0.7928,0.056,1339
3,DT,format_agnostic,204800,6250,1:4,real-life,0.688,0.1122,1337
3,DT,format_agnostic,204800,6250,1:4,real-life,0.7648,0.0986,1338
3,DT,format_agnostic,204800,6250,1:4,real-life,0.7368,0.0982,1339
3,DT,combined,204800,6250,1:4,real-life,0.8,0.064,1337
3,DT,combined,204800,6250,1:4,real-life,0.8112,0.071,1338
3,DT,combined,204800,6250,1:4,real-life,0.8128,0.0624,1339
3,RF,parsed,204800,6250,1:4,real-life,0.6376,0.0104,1337
3,RF,parsed,204800,6250,1:4,real-life,0.6144,0.0102,1338
3,RF,parsed,204800,6250,1:4,real-life,0.56,0.0102,1339
3,RF,format_agnostic,204800,6250,1:4,real-life,0.5808,0.0102,1337
3,RF,format_agnostic,204800,6250,1:4,real-life,0.6056,0.01,1338
3,RF,format_agnostic,204800,6250,1:4,real-life,0.5736,0.0112,1339
3,RF,combined,204800,6250,1:4,real-life,0.74,0.0114,1337
3,RF,combined,204800,6250,1:4,real-life,0.7664,0.0118,1338
3,RF,combined,204800,6250,1:4,real-life,0.7112,0.0104,1339
3,LGBM,parsed,204800,6250,1:4,real-life,0.552,0.01,1337
3,LGBM,parsed,204800,6250,1:4,real-life,0.5736,0.01,1338
3,LGBM,parsed,204800,6250,1:4,real-life,0.5928,0.01,1339
3,LGBM,format_agnostic,204800,6250,1:4,real-life,0.4752,0.01,1337
3,LGBM,format_agnostic,204800,6250,1:4,real-life,0.5048,0.01,1338
3,LGBM,format_agnostic,204800,6250,1:4,real-life,0.4696,0.01,1339
3,LGBM,combined,204800,6250,1:4,real-life,0.736,0.01,1337
3,LGBM,combined,204800,6250,1:4,real-life,0.7296,0.01,1338
3,LGBM,combined,204800,6250,1:4,real-life,0.7192,0.01,1339
3,SVM,parsed,204800,6250,1:4,real-life,0.6512,0.09248,1337
3,SVM,parsed,204800,6250,1:4,real-life,0.7232,0.09936,1338
3,SVM,parsed,204800,6250,1:4,real-life,0.6864,0.09968,1339
3,SVM,format_agnostic,204800,6250,1:4,real-life,0.6208,0.14432,1337
3,SVM,format_agnostic,204800,6250,1:4,real-life,0.6312,0.14528,1338
3,SVM,format_agnostic,204800,6250,1:4,real-life,0.5912,0.1416,1339
3,SVM,combined,204800,6250,1:4,real-life,0.6592,0.09824,1337
3,SVM,combined,204800,6250,1:4,real-life,0.7144,0.09264,1338
3,SVM,combined,204800,6250,1:4,real-life,0.684,0.08048,1339
3,DT,parsed,204800,11250,1:8,real-life,0.7584,0.0582,1337
3,DT,parsed,204800,11250,1:8,real-life,0.7688,0.0694,1338
3,DT,parsed,204800,11250,1:8,real-life,0.7928,0.0585,1339
3,DT,format_agnostic,204800,11250,1:8,real-life,0.688,0.1096,1337
3,DT,format_agnostic,204800,11250,1:8,real-life,0.7648,0.0976,1338
3,DT,format_agnostic,204800,11250,1:8,real-life,0.7368,0.0954,1339
3,DT,combined,204800,11250,1:8,real-life,0.8,0.0647,1337
3,DT,combined,204800,11250,1:8,real-life,0.8112,0.0722,1338
3,DT,combined,204800,11250,1:8,real-life,0.8128,0.0681,1339
3,RF,parsed,204800,11250,1:8,real-life,0.6416,0.0102,1337
3,RF,parsed,204800,11250,1:8,real-life,0.5944,0.0102,1338
3,RF,parsed,204800,11250,1:8,real-life,0.56,0.01,1339
3,RF,format_agnostic,204800,11250,1:8,real-life,0.5664,0.0102,1337
3,RF,format_agnostic,204800,11250,1:8,real-life,0.5928,0.01,1338
3,RF,format_agnostic,204800,11250,1:8,real-life,0.5736,0.0114,1339
3,RF,combined,204800,11250,1:8,real-life,0.7248,0.0102,1337
3,RF,combined,204800,11250,1:8,real-life,0.744,0.0103,1338
3,RF,combined,204800,11250,1:8,real-life,0.728,0.0106,1339
3,LGBM,parsed,204800,11250,1:8,real-life,0.5536,0.01,1337
3,LGBM,parsed,204800,11250,1:8,real-life,0.5712,0.01,1338
3,LGBM,parsed,204800,11250,1:8,real-life,0.5936,0.0114,1339
3,LGBM,format_agnostic,204800,11250,1:8,real-life,0.4752,0.01,1337
3,LGBM,format_agnostic,204800,11250,1:8,real-life,0.5048,0.01,1338
3,LGBM,format_agnostic,204800,11250,1:8,real-life,0.4696,0.01,1339
3,LGBM,combined,204800,11250,1:8,real-life,0.7168,0.01,1337
3,LGBM,combined,204800,11250,1:8,real-life,0.732,0.01,1338
3,LGBM,combined,204800,11250,1:8,real-life,0.7144,0.01,1339
3,SVM,parsed,204800,11250,1:8,real-life,0.6512,0.10506666666666667,1337
3,SVM,parsed,204800,11250,1:8,real-life,0.7232,0.11182222222222223,1338
3,SVM,parsed,204800,11250,1:8,real-life,0.6864,0.1104,1339
3,SVM,format_agnostic,204800,11250,1:8,real-life,0.6208,0.1607111111111111,1337
3,SVM,format_agnostic,204800,11250,1:8,real-life,0.6312,0.1607111111111111,1338
3,SVM,format_agnostic,204800,11250,1:8,real-life,0.5912,0.15484444444444445,1339
3,SVM,combined,204800,11250,1:8,real-life,0.6592,0.11155555555555556,1337
3,SVM,combined,204800,11250,1:8,real-life,0.7144,0.10808888888888889,1338
3,SVM,combined,204800,11250,1:8,real-life,0.684,0.0888,1339
3,DT,parsed,204800,21250,1:16,real-life,0.7584,0.06065,1337
3,DT,parsed,204800,21250,1:16,real-life,0.7688,0.06815,1338
3,DT,parsed,204800,21250,1:16,real-life,0.7928,0.06035,1339
3,DT,format_agnostic,204800,21250,1:16,real-life,0.688,0.1084,1337
3,DT,format_agnostic,204800,21250,1:16,real-life,0.7648,0.09845,1338
3,DT,format_agnostic,204800,21250,1:16,real-life,0.7368,0.0966,1339
3,DT,combined,204800,21250,1:16,real-life,0.8,0.0663,1337
3,DT,combined,204800,21250,1:16,real-life,0.8112,0.07245,1338
3,DT,combined,204800,21250,1:16,real-life,0.8128,0.06765,1339
3,RF,parsed,204800,21250,1:16,real-life,0.6416,0.0105,1337
3,RF,parsed,204800,21250,1:16,real-life,0.6088,0.01105,1338
3,RF,parsed,204800,21250,1:16,real-life,0.58,0.01025,1339
3,RF,format_agnostic,204800,21250,1:16,real-life,0.5664,0.01075,1337
3,RF,format_agnostic,204800,21250,1:16,real-life,0.5928,0.01065,1338
3,RF,format_agnostic,204800,21250,1:16,real-life,0.592,0.01025,1339
3,RF,combined,204800,21250,1:16,real-life,0.7248,0.01105,1337
3,RF,combined,204800,21250,1:16,real-life,0.744,0.0103,1338
3,RF,combined,204800,21250,1:16,real-life,0.728,0.01015,1339
3,LGBM,parsed,204800,21250,1:16,real-life,0.5704,0.01,1337
3,LGBM,parsed,204800,21250,1:16,real-life,0.5656,0.0101,1338
3,LGBM,parsed,204800,21250,1:16,real-life,0.5856,0.01,1339
3,LGBM,format_agnostic,204800,21250,1:16,real-life,0.4792,0.01,1337
3,LGBM,format_agnostic,204800,21250,1:16,real-life,0.52,0.01,1338
3,LGBM,format_agnostic,204800,21250,1:16,real-life,0.4696,0.01,1339
3,LGBM,combined,204800,21250,1:16,real-life,0.7216,0.01,1337
3,LGBM,combined,204800,21250,1:16,real-life,0.7328,0.01005,1338
3,LGBM,combined,204800,21250,1:16,real-life,0.7104,0.01,1339
3,SVM,parsed,204800,21250,1:16,real-life,0.6512,0.1128,1337
3,SVM,parsed,204800,21250,1:16,real-life,0.7232,0.11816470588235294,1338
3,SVM,parsed,204800,21250,1:16,real-life,0.6864,0.11924705882352941,1339
3,SVM,format_agnostic,204800,21250,1:16,real-life,0.6208,0.1688470588235294,1337
3,SVM,format_agnostic,204800,21250,1:16,real-life,0.6312,0.17072941176470588,1338
3,SVM,format_agnostic,204800,21250,1:16,real-life,0.5912,0.1664,1339
3,SVM,combined,204800,21250,1:16,real-life,0.6592,0.1195764705882353,1337
3,SVM,combined,204800,21250,1:16,real-life,0.7144,0.1144,1338
3,SVM,combined,204800,21250,1:16,real-life,0.684,0.0939764705882353,1339
3,DT,parsed,204800,41250,1:32,real-life,0.7584,0.061225,1337
3,DT,parsed,204800,41250,1:32,real-life,0.7688,0.06645,1338
3,DT,parsed,204800,41250,1:32,real-life,0.7928,0.059575,1339
3,DT,format_agnostic,204800,41250,1:32,real-life,0.688,0.10535,1337
3,DT,format_agnostic,204800,41250,1:32,real-life,0.7648,0.099575,1338
3,DT,format_agnostic,204800,41250,1:32,real-life,0.7368,0.09775,1339
3,DT,combined,204800,41250,1:32,real-life,0.8,0.0684,1337
3,DT,combined,204800,41250,1:32,real-life,0.8112,0.07115,1338
3,DT,combined,204800,41250,1:32,real-life,0.8128,0.068725,1339
3,RF,parsed,204800,41250,1:32,real-life,0.6376,0.01015,1337
3,RF,parsed,204800,41250,1:32,real-life,0.6144,0.010225,1338
3,RF,parsed,204800,41250,1:32,real-life,0.5744,0.010275,1339
3,RF,format_agnostic,204800,41250,1:32,real-life,0.5664,0.01045,1337
3,RF,format_agnostic,204800,41250,1:32,real-life,0.5928,0.010325,1338
3,RF,format_agnostic,204800,41250,1:32,real-life,0.592,0.010575,1339
3,RF,combined,204800,41250,1:32,real-life,0.7248,0.010525,1337
3,RF,combined,204800,41250,1:32,real-life,0.7512,0.010725,1338
3,RF,combined,204800,41250,1:32,real-life,0.728,0.010375,1339
3,LGBM,parsed,204800,41250,1:32,real-life,0.572,0.01,1337
3,LGBM,parsed,204800,41250,1:32,real-life,0.5736,0.01,1338
3,LGBM,parsed,204800,41250,1:32,real-life,0.552,0.01,1339
3,LGBM,format_agnostic,204800,41250,1:32,real-life,0.4792,0.01,1337
3,LGBM,format_agnostic,204800,41250,1:32,real-life,0.52,0.01,1338
3,LGBM,format_agnostic,204800,41250,1:32,real-life,0.4696,0.01,1339
3,LGBM,combined,204800,41250,1:32,real-life,0.7208,0.01,1337
3,LGBM,combined,204800,41250,1:32,real-life,0.7376,0.01,1338
3,LGBM,combined,204800,41250,1:32,real-life,0.7104,0.01,1339
3,SVM,parsed,204800,41250,1:32,real-life,0.6512,0.11612121212121213,1337
3,SVM,parsed,204800,41250,1:32,real-life,0.7232,0.12186666666666666,1338
3,SVM,parsed,204800,41250,1:32,real-life,0.6864,0.1256969696969697,1339
3,SVM,format_agnostic,204800,41250,1:32,real-life,0.6208,0.17364848484848486,1337
3,SVM,format_agnostic,204800,41250,1:32,real-life,0.6312,0.17466666666666666,1338
3,SVM,format_agnostic,204800,41250,1:32,real-life,0.5912,0.17233939393939393,1339
3,SVM,combined,204800,41250,1:32,real-life,0.6592,0.12322424242424243,1337
3,SVM,combined,204800,41250,1:32,real-life,0.7144,0.11801212121212121,1338
3,SVM,combined,204800,41250,1:32,real-life,0.684,0.09665454545454545,1339
3,DT,parsed,204800,81250,1:64,real-life,0.7584,0.0605875,1337
3,DT,parsed,204800,81250,1:64,real-life,0.7688,0.0645875,1338
3,DT,parsed,204800,81250,1:64,real-life,0.7928,0.061575,1339
3,DT,format_agnostic,204800,81250,1:64,real-life,0.688,0.10415,1337
3,DT,format_agnostic,204800,81250,1:64,real-life,0.7648,0.0997125,1338
3,DT,format_agnostic,204800,81250,1:64,real-life,0.7368,0.098825,1339
3,DT,combined,204800,81250,1:64,real-life,0.8,0.0688375,1337
3,DT,combined,204800,81250,1:64,real-life,0.8112,0.071,1338
3,DT,combined,204800,81250,1:64,real-life,0.8128,0.068825,1339
3,RF,parsed,204800,81250,1:64,real-life,0.6256,0.0104625,1337
3,RF,parsed,204800,81250,1:64,real-life,0.6088,0.0101875,1338
3,RF,parsed,204800,81250,1:64,real-life,0.56,0.010075,1339
3,RF,format_agnostic,204800,81250,1:64,real-life,0.5664,0.010225,1337
3,RF,format_agnostic,204800,81250,1:64,real-life,0.5928,0.0105,1338
3,RF,format_agnostic,204800,81250,1:64,real-life,0.592,0.0100875,1339
3,RF,combined,204800,81250,1:64,real-life,0.7248,0.010125,1337
3,RF,combined,204800,81250,1:64,real-life,0.744,0.010325,1338
3,RF,combined,204800,81250,1:64,real-life,0.728,0.0103,1339
3,LGBM,parsed,204800,81250,1:64,real-life,0.5704,0.01,1337
3,LGBM,parsed,204800,81250,1:64,real-life,0.5696,0.01,1338
3,LGBM,parsed,204800,81250,1:64,real-life,0.548,0.01,1339
3,LGBM,format_agnostic,204800,81250,1:64,real-life,0.4816,0.01,1337
3,LGBM,format_agnostic,204800,81250,1:64,real-life,0.5056,0.01,1338
3,LGBM,format_agnostic,204800,81250,1:64,real-life,0.4696,0.01,1339
3,LGBM,combined,204800,81250,1:64,real-life,0.716,0.01,1337
3,LGBM,combined,204800,81250,1:64,real-life,0.7376,0.01,1338
3,LGBM,combined,204800,81250,1:64,real-life,0.7104,0.01,1339
3,SVM,parsed,204800,81250,1:64,real-life,0.6512,0.11828923076923077,1337
3,SVM,parsed,204800,81250,1:64,real-life,0.7232,0.12413538461538462,1338
3,SVM,parsed,204800,81250,1:64,real-life,0.6864,0.12866461538461538,1339
3,SVM,format_agnostic,204800,81250,1:64,real-life,0.6208,0.176,1337
3,SVM,format_agnostic,204800,81250,1:64,real-life,0.6312,0.17707076923076923,1338
3,SVM,format_agnostic,204800,81250,1:64,real-life,0.5912,0.17420307692307693,1339
3,SVM,combined,204800,81250,1:64,real-life,0.6592,0.12660923076923078,1337
3,SVM,combined,204800,81250,1:64,real-life,0.7144,0.1198276923076923,1338
3,SVM,combined,204800,81250,1:64,real-life,0.684,0.09986461538461539,1339
3,DT,parsed,204800,161250,1:128,real-life,0.7584,0.059875,1337
3,DT,parsed,204800,161250,1:128,real-life,0.7688,0.06518125,1338
3,DT,parsed,204800,161250,1:128,real-life,0.7928,0.0625125,1339
3,DT,format_agnostic,204800,161250,1:128,real-life,0.688,0.10429375,1337
3,DT,format_agnostic,204800,161250,1:128,real-life,0.7648,0.0996125,1338
3,DT,format_agnostic,204800,161250,1:128,real-life,0.7368,0.0988625,1339
3,DT,combined,204800,161250,1:128,real-life,0.8,0.06893125,1337
3,DT,combined,204800,161250,1:128,real-life,0.8112,0.070575,1338
3,DT,combined,204800,161250,1:128,real-life,0.8128,0.0687375,1339
3,RF,parsed,204800,161250,1:128,real-life,0.6256,0.0106125,1337
3,RF,parsed,204800,161250,1:128,real-life,0.6144,0.010475,1338
3,RF,parsed,204800,161250,1:128,real-life,0.56,0.01011875,1339
3,RF,format_agnostic,204800,161250,1:128,real-life,0.5664,0.01046875,1337
3,RF,format_agnostic,204800,161250,1:128,real-life,0.5928,0.010825,1338
3,RF,format_agnostic,204800,161250,1:128,real-life,0.592,0.01001875,1339
3,RF,combined,204800,161250,1:128,real-life,0.7248,0.01026875,1337
3,RF,combined,204800,161250,1:128,real-life,0.744,0.010625,1338
3,RF,combined,204800,161250,1:128,real-life,0.728,0.01026875,1339
3,LGBM,parsed,204800,161250,1:128,real-life,0.572,0.01,1337
3,LGBM,parsed,204800,161250,1:128,real-life,0.5736,0.01,1338
3,LGBM,parsed,204800,161250,1:128,real-life,0.5512,0.01,1339
3,LGBM,format_agnostic,204800,161250,1:128,real-life,0.4792,0.01,1337
3,LGBM,format_agnostic,204800,161250,1:128,real-life,0.5056,0.01,1338
3,LGBM,format_agnostic,204800,161250,1:128,real-life,0.4696,0.01,1339
3,LGBM,combined,204800,161250,1:128,real-life,0.6968,0.01,1337
3,LGBM,combined,204800,161250,1:128,real-life,0.7336,0.01,1338
3,LGBM,combined,204800,161250,1:128,real-life,0.7104,0.01,1339
3,SVM,parsed,204800,161250,1:128,real-life,0.6512,0.11968372093023256,1337
3,SVM,parsed,204800,161250,1:128,real-life,0.7232,0.12488682170542635,1338
3,SVM,parsed,204800,161250,1:128,real-life,0.6864,0.13051782945736434,1339
3,SVM,format_agnostic,204800,161250,1:128,real-life,0.6208,0.17698604651162791,1337
3,SVM,format_agnostic,204800,161250,1:128,real-life,0.6312,0.17726511627906977,1338
3,SVM,format_agnostic,204800,161250,1:128,real-life,0.5912,0.17444341085271317,1339
3,SVM,combined,204800,161250,1:128,real-life,0.6592,0.12833488372093024,1337
3,SVM,combined,204800,161250,1:128,real-life,0.7144,0.12022325581395349,1338
3,SVM,combined,204800,161250,1:128,real-life,0.684,0.09998139534883721,1339
